idx,is_inclusive,premise,question,label
313,1,Gregorio is not obnoxious or Thornton is not morose. Gregorio is obnoxious.,Gregorio is obnoxious,1
314,1,Gregorio is not obnoxious or Thornton is not morose. Gregorio is obnoxious.,Gregorio is not obnoxious,0
315,1,Gregorio is not obnoxious or Thornton is not morose. Gregorio is obnoxious.,Thornton is morose,0
316,1,Gregorio is not obnoxious or Thornton is not morose. Gregorio is obnoxious.,Thornton is not morose,1
317,1,Gregorio is not sturdy or Martina is not unguarded. Gregorio is sturdy.,Gregorio is sturdy,1
318,1,Gregorio is not sturdy or Martina is not unguarded. Gregorio is sturdy.,Gregorio is not sturdy,0
319,1,Gregorio is not sturdy or Martina is not unguarded. Gregorio is sturdy.,Martina is unguarded,0
320,1,Gregorio is not sturdy or Martina is not unguarded. Gregorio is sturdy.,Martina is not unguarded,1
321,0,Either Preston is testy or Clora is picky. Clora is not picky.,Preston is testy,1
322,0,Either Preston is testy or Clora is picky. Clora is not picky.,Preston is not testy,0
323,0,Either Preston is testy or Clora is picky. Clora is not picky.,Clora is picky,0
324,0,Either Preston is testy or Clora is picky. Clora is not picky.,Clora is not picky,1
325,0,Either Genevieve is unwilling or Federico is not zealous. Genevieve is not unwilling.,Genevieve is unwilling,0
326,0,Either Genevieve is unwilling or Federico is not zealous. Genevieve is not unwilling.,Genevieve is not unwilling,1
327,0,Either Genevieve is unwilling or Federico is not zealous. Genevieve is not unwilling.,Federico is zealous,0
328,0,Either Genevieve is unwilling or Federico is not zealous. Genevieve is not unwilling.,Federico is not zealous,1
329,1,Jewell is generous or Cory is inactive. Jewell is not generous.,Jewell is generous,0
330,1,Jewell is generous or Cory is inactive. Jewell is not generous.,Jewell is not generous,1
331,1,Jewell is generous or Cory is inactive. Jewell is not generous.,Cory is inactive,1
332,1,Jewell is generous or Cory is inactive. Jewell is not generous.,Cory is not inactive,0
333,1,Hulda is unwilling or Zeb is morose. Zeb is not morose.,Hulda is unwilling,1
334,1,Hulda is unwilling or Zeb is morose. Zeb is not morose.,Hulda is not unwilling,0
335,1,Hulda is unwilling or Zeb is morose. Zeb is not morose.,Zeb is morose,0
336,1,Hulda is unwilling or Zeb is morose. Zeb is not morose.,Zeb is not morose,1
337,0,Either Basil is great or Melville is punctual. Basil is great.,Basil is great,1
338,0,Either Basil is great or Melville is punctual. Basil is great.,Basil is not great,0
339,0,Either Basil is great or Melville is punctual. Basil is great.,Melville is punctual,0
340,0,Either Basil is great or Melville is punctual. Basil is great.,Melville is not punctual,1
341,1,Eugene is meticulous or Ellsworth is not shrewd. Eugene is meticulous.,Eugene is meticulous,1
342,1,Eugene is meticulous or Ellsworth is not shrewd. Eugene is meticulous.,Eugene is not meticulous,0
343,1,Eugene is meticulous or Ellsworth is not shrewd. Eugene is meticulous.,Ellsworth is shrewd,1
344,1,Eugene is meticulous or Ellsworth is not shrewd. Eugene is meticulous.,Ellsworth is not shrewd,1
345,0,Either Forest is cautious or Owen is not amazing. Owen is amazing.,Forest is cautious,1
346,0,Either Forest is cautious or Owen is not amazing. Owen is amazing.,Forest is not cautious,0
347,0,Either Forest is cautious or Owen is not amazing. Owen is amazing.,Owen is amazing,1
348,0,Either Forest is cautious or Owen is not amazing. Owen is amazing.,Owen is not amazing,0
349,0,Either Angela is not jovial or Fannie is not willing. Angela is not jovial.,Angela is jovial,0
350,0,Either Angela is not jovial or Fannie is not willing. Angela is not jovial.,Angela is not jovial,1
351,0,Either Angela is not jovial or Fannie is not willing. Angela is not jovial.,Fannie is willing,1
352,0,Either Angela is not jovial or Fannie is not willing. Angela is not jovial.,Fannie is not willing,0
353,0,Either Regina is soulless or Orvil is logical. Regina is not soulless.,Regina is soulless,0
354,0,Either Regina is soulless or Orvil is logical. Regina is not soulless.,Regina is not soulless,1
355,0,Either Regina is soulless or Orvil is logical. Regina is not soulless.,Orvil is logical,1
356,0,Either Regina is soulless or Orvil is logical. Regina is not soulless.,Orvil is not logical,0
357,0,Either Emmanuel is efficient or Paula is deft. Paula is not deft.,Emmanuel is efficient,1
358,0,Either Emmanuel is efficient or Paula is deft. Paula is not deft.,Emmanuel is not efficient,0
359,0,Either Emmanuel is efficient or Paula is deft. Paula is not deft.,Paula is deft,0
360,0,Either Emmanuel is efficient or Paula is deft. Paula is not deft.,Paula is not deft,1
361,1,Katheryn is orderly or Sandy is respectful. Katheryn is orderly.,Katheryn is orderly,1
362,1,Katheryn is orderly or Sandy is respectful. Katheryn is orderly.,Katheryn is not orderly,0
363,1,Katheryn is orderly or Sandy is respectful. Katheryn is orderly.,Sandy is respectful,1
364,1,Katheryn is orderly or Sandy is respectful. Katheryn is orderly.,Sandy is not respectful,1
365,0,Either Murry is not impatient or Ophelia is not blunt. Ophelia is not blunt.,Murry is impatient,1
366,0,Either Murry is not impatient or Ophelia is not blunt. Ophelia is not blunt.,Murry is not impatient,0
367,0,Either Murry is not impatient or Ophelia is not blunt. Ophelia is not blunt.,Ophelia is blunt,0
368,0,Either Murry is not impatient or Ophelia is not blunt. Ophelia is not blunt.,Ophelia is not blunt,1
369,1,Rico is idiotic or Elisha is not earnest. Rico is idiotic.,Rico is idiotic,1
370,1,Rico is idiotic or Elisha is not earnest. Rico is idiotic.,Rico is not idiotic,0
371,1,Rico is idiotic or Elisha is not earnest. Rico is idiotic.,Elisha is earnest,1
372,1,Rico is idiotic or Elisha is not earnest. Rico is idiotic.,Elisha is not earnest,1
373,1,Emanuel is fiery or Andres is drunk. Andres is drunk.,Emanuel is fiery,1
374,1,Emanuel is fiery or Andres is drunk. Andres is drunk.,Emanuel is not fiery,1
375,1,Emanuel is fiery or Andres is drunk. Andres is drunk.,Andres is drunk,1
376,1,Emanuel is fiery or Andres is drunk. Andres is drunk.,Andres is not drunk,0
377,1,Baron is clean or Adela is impulsive. Adela is not impulsive.,Baron is clean,1
378,1,Baron is clean or Adela is impulsive. Adela is not impulsive.,Baron is not clean,0
379,1,Baron is clean or Adela is impulsive. Adela is not impulsive.,Adela is impulsive,0
380,1,Baron is clean or Adela is impulsive. Adela is not impulsive.,Adela is not impulsive,1
381,0,Either Winnifred is not irritating or Ruthie is spiteful. Ruthie is spiteful.,Winnifred is irritating,1
382,0,Either Winnifred is not irritating or Ruthie is spiteful. Ruthie is spiteful.,Winnifred is not irritating,0
383,0,Either Winnifred is not irritating or Ruthie is spiteful. Ruthie is spiteful.,Ruthie is spiteful,1
384,0,Either Winnifred is not irritating or Ruthie is spiteful. Ruthie is spiteful.,Ruthie is not spiteful,0
385,1,Merritt is not respected or Cecelia is not resentful. Cecelia is not resentful.,Merritt is respected,1
386,1,Merritt is not respected or Cecelia is not resentful. Cecelia is not resentful.,Merritt is not respected,1
387,1,Merritt is not respected or Cecelia is not resentful. Cecelia is not resentful.,Cecelia is resentful,0
388,1,Merritt is not respected or Cecelia is not resentful. Cecelia is not resentful.,Cecelia is not resentful,1
389,0,Either Jimmie is not revered or Cornell is not nervous. Jimmie is not revered.,Jimmie is revered,0
390,0,Either Jimmie is not revered or Cornell is not nervous. Jimmie is not revered.,Jimmie is not revered,1
391,0,Either Jimmie is not revered or Cornell is not nervous. Jimmie is not revered.,Cornell is nervous,1
392,0,Either Jimmie is not revered or Cornell is not nervous. Jimmie is not revered.,Cornell is not nervous,0
393,1,Zella is not lethargic or Etta is nasty. Zella is lethargic.,Zella is lethargic,1
394,1,Zella is not lethargic or Etta is nasty. Zella is lethargic.,Zella is not lethargic,0
395,1,Zella is not lethargic or Etta is nasty. Zella is lethargic.,Etta is nasty,1
396,1,Zella is not lethargic or Etta is nasty. Zella is lethargic.,Etta is not nasty,0
397,1,Jerald is serious or Tennie is gloomy. Jerald is serious.,Jerald is serious,1
398,1,Jerald is serious or Tennie is gloomy. Jerald is serious.,Jerald is not serious,0
399,1,Jerald is serious or Tennie is gloomy. Jerald is serious.,Tennie is gloomy,1
400,1,Jerald is serious or Tennie is gloomy. Jerald is serious.,Tennie is not gloomy,1
401,0,Either Francesco is nasty or Emelia is mercurial. Francesco is not nasty.,Francesco is nasty,0
402,0,Either Francesco is nasty or Emelia is mercurial. Francesco is not nasty.,Francesco is not nasty,1
403,0,Either Francesco is nasty or Emelia is mercurial. Francesco is not nasty.,Emelia is mercurial,1
404,0,Either Francesco is nasty or Emelia is mercurial. Francesco is not nasty.,Emelia is not mercurial,0
405,0,Either Ruthie is not resigned or Thaddeus is wary. Ruthie is resigned.,Ruthie is resigned,1
406,0,Either Ruthie is not resigned or Thaddeus is wary. Ruthie is resigned.,Ruthie is not resigned,0
407,0,Either Ruthie is not resigned or Thaddeus is wary. Ruthie is resigned.,Thaddeus is wary,1
408,0,Either Ruthie is not resigned or Thaddeus is wary. Ruthie is resigned.,Thaddeus is not wary,0
409,1,Rubin is prudent or Ewald is reclusive. Ewald is reclusive.,Rubin is prudent,1
410,1,Rubin is prudent or Ewald is reclusive. Ewald is reclusive.,Rubin is not prudent,1
411,1,Rubin is prudent or Ewald is reclusive. Ewald is reclusive.,Ewald is reclusive,1
412,1,Rubin is prudent or Ewald is reclusive. Ewald is reclusive.,Ewald is not reclusive,0
413,1,Marc is not drunk or Jimmie is not dutiful. Marc is not drunk.,Marc is drunk,0
414,1,Marc is not drunk or Jimmie is not dutiful. Marc is not drunk.,Marc is not drunk,1
415,1,Marc is not drunk or Jimmie is not dutiful. Marc is not drunk.,Jimmie is dutiful,1
416,1,Marc is not drunk or Jimmie is not dutiful. Marc is not drunk.,Jimmie is not dutiful,1
417,1,Rafael is talented or Elbert is quiet. Elbert is quiet.,Rafael is talented,1
418,1,Rafael is talented or Elbert is quiet. Elbert is quiet.,Rafael is not talented,1
419,1,Rafael is talented or Elbert is quiet. Elbert is quiet.,Elbert is quiet,1
420,1,Rafael is talented or Elbert is quiet. Elbert is quiet.,Elbert is not quiet,0
421,1,Leigh is dramatic or Marion is not excitable. Leigh is not dramatic.,Leigh is dramatic,0
422,1,Leigh is dramatic or Marion is not excitable. Leigh is not dramatic.,Leigh is not dramatic,1
423,1,Leigh is dramatic or Marion is not excitable. Leigh is not dramatic.,Marion is excitable,0
424,1,Leigh is dramatic or Marion is not excitable. Leigh is not dramatic.,Marion is not excitable,1
425,1,Jimmy is immature or Lois is unguarded. Lois is unguarded.,Jimmy is immature,1
426,1,Jimmy is immature or Lois is unguarded. Lois is unguarded.,Jimmy is not immature,1
427,1,Jimmy is immature or Lois is unguarded. Lois is unguarded.,Lois is unguarded,1
428,1,Jimmy is immature or Lois is unguarded. Lois is unguarded.,Lois is not unguarded,0
429,1,Mikel is not energetic or Christie is not cranky. Mikel is not energetic.,Mikel is energetic,0
430,1,Mikel is not energetic or Christie is not cranky. Mikel is not energetic.,Mikel is not energetic,1
431,1,Mikel is not energetic or Christie is not cranky. Mikel is not energetic.,Christie is cranky,1
432,1,Mikel is not energetic or Christie is not cranky. Mikel is not energetic.,Christie is not cranky,1
433,1,Garfield is timid or Joseph is not zealous. Joseph is not zealous.,Garfield is timid,1
434,1,Garfield is timid or Joseph is not zealous. Joseph is not zealous.,Garfield is not timid,1
435,1,Garfield is timid or Joseph is not zealous. Joseph is not zealous.,Joseph is zealous,0
436,1,Garfield is timid or Joseph is not zealous. Joseph is not zealous.,Joseph is not zealous,1
437,0,Either Bennett is disruptive or Earl is candid. Bennett is disruptive.,Bennett is disruptive,1
438,0,Either Bennett is disruptive or Earl is candid. Bennett is disruptive.,Bennett is not disruptive,0
439,0,Either Bennett is disruptive or Earl is candid. Bennett is disruptive.,Earl is candid,0
440,0,Either Bennett is disruptive or Earl is candid. Bennett is disruptive.,Earl is not candid,1
441,1,Bradley is modest or Kattie is not artistic. Bradley is modest.,Bradley is modest,1
442,1,Bradley is modest or Kattie is not artistic. Bradley is modest.,Bradley is not modest,0
443,1,Bradley is modest or Kattie is not artistic. Bradley is modest.,Kattie is artistic,1
444,1,Bradley is modest or Kattie is not artistic. Bradley is modest.,Kattie is not artistic,1
445,0,Either Dalton is not excellent or Parker is not unbalanced. Parker is not unbalanced.,Dalton is excellent,1
446,0,Either Dalton is not excellent or Parker is not unbalanced. Parker is not unbalanced.,Dalton is not excellent,0
447,0,Either Dalton is not excellent or Parker is not unbalanced. Parker is not unbalanced.,Parker is unbalanced,0
448,0,Either Dalton is not excellent or Parker is not unbalanced. Parker is not unbalanced.,Parker is not unbalanced,1
449,0,Either Gregoria is groggy or Amos is not striking. Amos is striking.,Gregoria is groggy,1
450,0,Either Gregoria is groggy or Amos is not striking. Amos is striking.,Gregoria is not groggy,0
451,0,Either Gregoria is groggy or Amos is not striking. Amos is striking.,Amos is striking,1
452,0,Either Gregoria is groggy or Amos is not striking. Amos is striking.,Amos is not striking,0
453,1,Otis is not energetic or Dorthy is passionate. Dorthy is not passionate.,Otis is energetic,0
454,1,Otis is not energetic or Dorthy is passionate. Dorthy is not passionate.,Otis is not energetic,1
455,1,Otis is not energetic or Dorthy is passionate. Dorthy is not passionate.,Dorthy is passionate,0
456,1,Otis is not energetic or Dorthy is passionate. Dorthy is not passionate.,Dorthy is not passionate,1
457,1,Errol is artistic or Sylvester is prudent. Sylvester is prudent.,Errol is artistic,1
458,1,Errol is artistic or Sylvester is prudent. Sylvester is prudent.,Errol is not artistic,1
459,1,Errol is artistic or Sylvester is prudent. Sylvester is prudent.,Sylvester is prudent,1
460,1,Errol is artistic or Sylvester is prudent. Sylvester is prudent.,Sylvester is not prudent,0
461,1,Franco is not lame or Ron is angelic. Ron is not angelic.,Franco is lame,0
462,1,Franco is not lame or Ron is angelic. Ron is not angelic.,Franco is not lame,1
463,1,Franco is not lame or Ron is angelic. Ron is not angelic.,Ron is angelic,0
464,1,Franco is not lame or Ron is angelic. Ron is not angelic.,Ron is not angelic,1
465,1,Sydney is not hysterical or Morton is not crass. Morton is crass.,Sydney is hysterical,0
466,1,Sydney is not hysterical or Morton is not crass. Morton is crass.,Sydney is not hysterical,1
467,1,Sydney is not hysterical or Morton is not crass. Morton is crass.,Morton is crass,1
468,1,Sydney is not hysterical or Morton is not crass. Morton is crass.,Morton is not crass,0
